# See the documentation on the wiki to learn how to edit this file.
#-------------------------------
#[BULBASAUR]
#Name = Bulbasaur
#Types = GRASS,POISON
#BaseStats = 45,49,49,45,65,65
#GenderRatio = FemaleOneEighth
#GrowthRate = Parabolic
#BaseExp = 64
#EVs = SPECIAL_ATTACK,1
#CatchRate = 45
#Happiness = 50
#Abilities = OVERGROW
#HiddenAbilities = CHLOROPHYLL
#Moves = 1,TACKLE,1,GROWL,3,VINEWHIP,6,GROWTH,9,LEECHSEED,12,RAZORLEAF,15,POISONPOWDER,15,SLEEPPOWDER,18,SEEDBOMB,21,TAKEDOWN,24,SWEETSCENT,27,SYNTHESIS,30,WORRYSEED,33,DOUBLEEDGE,36,SOLARBEAM
#TutorMoves = AMNESIA,ATTRACT,BODYSLAM,BULLETSEED,CHARM,CUT,DOUBLETEAM,ENDURE,ENERGYBALL,FACADE,FALSESWIPE,FLASH,GIGADRAIN,GRASSKNOT,GRASSPLEDGE,GRASSYGLIDE,GRASSYTERRAIN,HELPINGHAND,HIDDENPOWER,LEAFSTORM,LIGHTSCREEN,MAGICALLEAF,POWERWHIP,PROTECT,REST,ROCKSMASH,ROUND,SAFEGUARD,SEEDBOMB,SLEEPTALK,SLUDGEBOMB,SNORE,SOLARBEAM,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,SWORDSDANCE,TOXIC,VENOSHOCK,WEATHERBALL,WORKUP
#EggMoves = AMNESIA,CHARM,CURSE,GRASSYTERRAIN,INGRAIN,LEAFSTORM,MAGICALLEAF,NATUREPOWER,PETALDANCE,POWERWHIP,SKULLBASH,SLUDGE
##EggGroups = Monster,Grass
#HatchSteps = 5120
#Height = 0.7
#Weight = 6.9
#Color = Green
#Shape = Quadruped
#Habitat = Grassland
#Category = Seed
#Pokedex = Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun's rays, the seed grows progressively larger.
#Generation = 1
#Evolutions = IVYSAUR,Level,16
#-------------------------------
[MOLLUCOTTA]
Moves = 1,TACKLE,5,WATERGUN,10,WORKUP,15,EMBER,20,LICK,25,HAZE,30,WATERPULSE,35,FLAMEBURST,44,SCALD,49,WEATHERBALL,59,HYDROPUMP,65,ERUPTION,78,STEAMBURST
TutorMoves = SURF,WATERFALL,DIVE,WORKUP,HELPINGHAND,ROAR,ICEBEAM,BLIZZARD,RAINDANCE,DIG,EARTHQUAKE,BRICKBREAK,ROCKTOMB,LIQUIDATION,SCORCHINGSANDS,SCALD,SNARL,PLAYROUGH
EggMoves = ROAR,CRUNCH,IRONTAIL,BRUTALSWING
EggGroups = Field,Water1
HatchSteps = 10240
Height = 0.5
Weight = 10.8
Color = Purple
Shape = Quadruped
Category = Water Pup
Pokedex = doog but mudkip
WildItemUncommon = SHEDSHELL
Evolutions = AMPHIBARK,Level,30
#-------------------------------
[AMPHIBARK]
Name = Amphibark
Types = WATER,FIRE
BaseStats = 75,70,60,46,95,80
GenderRatio = Female50Percent
GrowthRate = Fluctuating
BaseExp = 158
EVs = SPECIAL_DEFENSE,2
CatchRate = 20
Happiness = 35
Abilities = DRYSKIN
HiddenAbilities = REGENERATOR
Moves = 1,TACKLE,1,WATERGUN,6,WORKUP,15,EMBER,20,LICK,25,HAZE,30,WATERPULSE,35,FLAMEBURST,46,SCALD,54,WEATHERBALL,63,HYDROPUMP,69,ERUPTION,81,STEAMBURST
TutorMoves = SURF,WATERFALL,DIVE,WORKUP,HELPINGHAND,ROAR,ICEBEAM,BLIZZARD,RAINDANCE,DIG,EARTHQUAKE,BRICKBREAK,ROCKTOMB,LIQUIDATION,SCORCHINGSANDS,SCALD,SNARL,PLAYROUGH,FLAMETHROWER,FIREBLAST,WILLOWISP,BULKUP,SUNNYDAY
EggGroups = Dragon,Water1
HatchSteps = 10240
Height = 0.8
Weight = 17.5
Color = Purple
Shape = Quadruped
Category = Water Pup
Pokedex = Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.
WildItemUncommon = SHEDSHELL
Evolutions = PEROXOTAL,LevelRain,65
#-------------------------------
[PEROXOTAL]
Name = Peroxotal
Types = WATER,FIRE
BaseStats = 107,86,90,64,133,120
GenderRatio = Female50Percent
GrowthRate = Fluctuating
BaseExp = 270
EVs = SPECIAL_DEFENSE,3
CatchRate = 20
Happiness = 35
Abilities = DRYSKIN
HiddenAbilities = REGENERATOR
Moves = 1,TACKLE,1,WATERGUN,6,WORKUP,15,EMBER,20,LICK,25,HAZE,30,WATERPULSE,35,FLAMEBURST,43,SCALD,56,WEATHERBALL,66,HYDROPUMP,72,ERUPTION,89,STEAMBURST
TutorMoves = SURF,WATERFALL,DIVE,WORKUP,HELPINGHAND,ROAR,ICEBEAM,BLIZZARD,RAINDANCE,DIG,EARTHQUAKE,BRICKBREAK,ROCKTOMB,LIQUIDATION,SCORCHINGSANDS,SCALD,SNARL,PLAYROUGH,FLAMETHROWER,FIREBLAST,WILLOWISP,BULKUP,SUNNYDAY,EARTHQUAKE,FOCUSBLAST,FLASHCANNON,AVALANCHE
EggGroups = Dragon,Water1
HatchSteps = 10240
Height = 1.0
Weight = 30.5
Color = Purple
Shape = Quadruped
Category = Cenote
Pokedex = It attacks with retractable horns. It throws a punch that's the equivalent of the force of a hundred pro boxers.
#-------------------------------
[CROACROZEN]
Name = Croacrozen
Types = POISON
BaseStats = 95,65,75,110,100,60
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 166
EVs = SPECIAL_ATTACK,2
CatchRate = 60
Happiness = 70
Abilities = FREEZEOVER
Moves = 1,POUND,1,HARDEN,1,MIST,5,POWDERSNOW,9,ACID,17,ENDURE,20,HAIL,24,SLUDGE,27,AURORABEAM,33,HAIL,35,FROSTBREATH,39,SLUDGEBOMB,43,ICEBEAM,52,NIGHTDAZE,57,SCALD,68,BLIZZARD
TutorMoves = STRENGTH,HELPINGHAND,CALMMIND,VENOSHOCK,DOUBLETEAM,SWAGGER,TAUNT,ICEBEAM,BLIZZARD,PROTECT,HAIL,RETURN,DIG,SAFEGUARD,SLUDGEBOMB,REST,SLEEPTALK,ROUND,FALSESWIPE,BODYPRESS,PSYCRUSH,SCALD,TOXIC,BITINGCOLD,BRUTALSWING,GYROBALL,SUBSTITUTE,POISONJAB,SCREECH
EggMoves = SPLASH
EggGroups = Field,Monster
HatchSteps = 5355
Height = 0.3
Weight = 3.1
Color = Green
Shape = Bipedal
Category = Wood Frog
Pokedex = smol 2
WildItemRare = ICYROCK
#-------------------------------
[ARIAMANO]
Name = Ariamano
Types = BUG,DRAGON
BaseStats = 60,90,40,125,40,75
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 166
EVs = ATTACK,2
CatchRate = 60
Happiness = 70
Abilities = STAKEOUT
HiddenAbilities = MICROSTRIKE
Moves = 1,SCRATCH,1,STRINGSHOT,1,GROWL,5,TWISTER,9,BUGBITE,12,BABYDOLLEYES,20,FELLSTINGER,24,DRAGONTAIL,27,SPIDERWEB,33,DUALCHOP,39,LEECHLIFE,43,LUNGE,52,STICKYWEB,57,OUTRAGE,68,DRAGONDANCE
TutorMoves = CUT,HELPINGHAND,VENOSHOCK,SCATTERDUST,TAUNT,LIGHTSCREEN,REFLECT,SAFEGUARD,TORMENT,THIEF,LOWSWEEP,ALLYSWITCH,FALSESWIPE,THUNDERWAVE,XSCISSOR,SCREECH,SNARL,SHADOWCLAW,DRAGONPULSE,DRAGONCLAW,UTURN
EggMoves = GIGADRAIN,DRAGONDANCE,VITALTHROW,POISONFANG
EggGroups = Bug,Dragon
HatchSteps = 5355
Height = 0.3
Weight = 0.4
Color = Green
Shape = Serpentine
Category = Twig Mimic
Pokedex = smol 2
WildItemUncommon = POISONBARB
#-------------------------------
[CROMEN]
Name = Cromen
Types = PSYCHIC,FLYING
BaseStats = 45,40,40,45,45,50
GenderRatio = Female50Percent
GrowthRate = Parabolic
BaseExp = 49
EVs = SPECIAL_ATTACK,1
CatchRate = 255
Happiness = 70
Abilities = PICKUP,UNNERVE
HiddenAbilities = PSYCHICSURGE
Moves = 1,GUST,1,MIRACLEEYE,4,EXCITE,8,CONFUSION,12,COVET,16,HYPNOSIS,20,EXTRASENSORY,20,POWERGEM,26,ROOST,29,AIRCUTTER,34,TRICK,36,CALMMIND,42,DAZZLINGGLEAM,45,SCOURINGWINDS
TutorMoves = FLY,DEFOG,HEX,TAUNT,PSYCHIC,PSYSHOCK,AERIALACE,SAFEGUARD,ZENHEADBUTT,POWERSWAP,GUARDSWAP,NASTYPLOT
EggMoves = TAILWIND,DEFOG,SPITE,ROOST
EggGroups = Flying
HatchSteps = 4080
Height = 0.1
Weight = 1.5
Color = Blue
Shape = Winged
Category = Tiny Bird
Pokedex = smol birb, coot
Evolutions = CORVOYANT,Level,22
#-------------------------------
[CORVOYANT]
Name = Corvoyant
Types = PSYCHIC,FLYING
BaseStats = 55,50,60,70,80,70
GenderRatio = Female50Percent
GrowthRate = Parabolic
BaseExp = 128
EVs = SPECIAL_ATTACK,1,SPECIAL_DEFENSE,1
CatchRate = 120
Happiness = 70
Abilities = PICKUP,ANTICIPATION
HiddenAbilities = PSYCHICSURGE
Moves = 1,GUST,1,MIRACLEEYE,4,EXCITE,8,CONFUSION,12,COVET,16,HYPNOSIS,20,EXTRASENSORY,20,POWERGEM,29,ROOST,34,AIRCUTTER,36,TRICK,38,FUTURESIGHT,43,CALMMIND,46,PSYSHOCK,50,LIGHTSCREEN,50,REFLECT,58,DAZZLINGGLEAM,64,SCOURINGWINDS
TutorMoves = FLY,DEFOG,HEX,TAUNT,PSYCHIC,PSYSHOCK,AERIALACE,SAFEGUARD,ZENHEADBUTT,POWERSWAP,GUARDSWAP,NASTYPLOT,PSYCRUSH,SWAGGER,CALMMIND
EggGroups = Flying
HatchSteps = 4080
Height = 0.3
Weight = 5.2
Color = Blue
Shape = Winged
Category = Collector
Pokedex = aaaaaaaaaaaaaaaaaaaaaa
Evolutions = CAWMADAME,Level,33
#-------------------------------
[CAWMADAME]
Name = Cawmadame
Types = PSYCHIC,FLYING
BaseStats = 80,55,75,70,105,120
GenderRatio = Female50Percent
GrowthRate = Parabolic
BaseExp = 248
EVs = SPECIAL_ATTACK,1,SPECIAL_DEFENSE,2
CatchRate = 45
Happiness = 70
Abilities = PICKUP,QUEENLYMAJESTY
HiddenAbilities = PSYCHICSURGE
Moves = 0,PSYCHIC,1,PSYCHIC,1,GUST,1,MIRACLEEYE,4,EXCITE,8,CONFUSION,12,COVET,16,HYPNOSIS,20,EXTRASENSORY,20,POWERGEM,29,ROOST,36,AIRCUTTER,38,TRICK,43,FUTURESIGHT,46,CALMMIND,50,PSYSHOCK,58,LIGHTSCREEN,58,REFLECT,64,DAZZLINGGLEAM,69,SCOURINGWINDS
TutorMoves = FLY,DEFOG,HEX,TAUNT,PSYCHIC,PSYSHOCK,AERIALACE,SAFEGUARD,ZENHEADBUTT,POWERSWAP,GUARDSWAP,NASTYPLOT,PSYCRUSH,SWAGGER,CALMMIND,FLASHCANNON,THUNDERBOLT,FOCUSBLAST
EggGroups = Flying
HatchSteps = 4080
Height = 0.6
Weight = 15.4
Color = Purple
Shape = Winged
Category = Illustrious
Pokedex = i hate snobs.
#-------------------------------
[ELEGOOP]
Name = Elegoop
Types = ROCK,POISON
BaseStats = 50,50,75,40,40,60
GenderRatio = FemaleOneEighth
GrowthRate = Medium
BaseExp = 71
EVs = HP,1
CatchRate = 45
Happiness = 70
Abilities = GOOEY,STICKYHOLD
HiddenAbilities = STENCH
Moves = 1,POUND,1,HARDEN,4,POISONGAS,8,SLUDGE,12,ROCKTHROW,16,POISONFANG,20,STOMP,24,ROCKTOMB,28,BULLDOZE,32,CROSSPOISON,36,WIDEGUARD,40,ROCKSLIDE,44,TOXICSPIKES,47,GUNKSHOT,50,HAMMERARM,52,VENOMDRENCH,56,SLACKOFF
TutorMoves = WORKUP,HELPINGHAND,HEX,VENOSHOCK,DIG,ROCKTOMB,SCORCHINGSANDS,BODYSLAM,GYROBALL,AVALANCHE,SLUDGEBOMB,SANDSTORM,POISONJAB
EggMoves = HAZE,CURSE,RECOVER,SMOKESCREEN
EggGroups = Amorphous
HatchSteps = 7905
Height = 0.9
Weight = 38.5
Color = Brown
Shape = Bipedal
Category = Preservation
Pokedex = In attempts to reintroduce extinct species into the Mazah region, Elegoop was revived from fur remains found in tar pits. Due to the resurrection process, they are thought to behave differently from their ancestors.
Evolutions = TARTUSK,Level,32
#-------------------------------
[TARTUSK]
Name = Tartusk
Types = ROCK,POISON
BaseStats = 105,105,130,30,60,95
GenderRatio = FemaleOneEighth
GrowthRate = Medium
BaseExp = 173
EVs = HP,2
CatchRate = 45
Happiness = 70
Abilities = GOOEY,STICKYHOLD
HiddenAbilities = ARENATRAP
Moves = 0,TARSHOT,1,ACIDARMOR,1,POUND,1,HARDEN,1,POISONGAS,1,SLUDGE,12,ROCKTHROW,16,POISONFANG,20,STOMP,24,ROCKTOMB,28,BULLDOZE,32,CROSSPOISON,37,WIDEGUARD,42,ROCKSLIDE,46,TOXICSPIKES,52,GUNKSHOT,54,HAMMERARM,56,VENOMDRENCH,60,SLACKOFF
TutorMoves = WORKUP,HELPINGHAND,HEX,VENOSHOCK,DIG,ROCKTOMB,SCORCHINGSANDS,BODYSLAM,GYROBALL,AVALANCHE,STRENGTH,ROAR,TAUNT,SANDSTORM,EARTHQUAKE,SLUDGEBOMB,BODYPRESS,PSYCRUSH,SCALD,GIGAIMPACT,BRUTALSWING,ROCKSLIDE,POISONJAB,ROAR,STONEEDGE,GEODEBURST
EggGroups = Amorphous
HatchSteps = 7905
Height = 2.3
Weight = 80.5
Color = Brown
Shape = Bipedal
Category = Preservation
Pokedex = Once thought to be some of the largest Pokémon, Tartusk have lost most of their size due to their bodies being replaced by minerals. Their newfound control over tar works both offensively and defensively.
#-------------------------------
[CHARCOPAL]
Name = Charcopal
Types = ROCK,FAIRY
BaseStats = 40,45,50,75,85,60
GenderRatio = FemaleOneEighth
GrowthRate = Medium
BaseExp = 72
EVs = SPECIAL_ATTACK,1
CatchRate = 45
Happiness = 70
Abilities = CRYSTALJAW
HiddenAbilities = MAGICBOUNCE
Moves = 1,BABYDOLLEYES,1,ROCKTHROW,1,FAIRYWIND,1,EXCITE,4,WATERGUN,8,CONFUSION,12,DRAININGKISS,16,ROCKPOLISH,20,ANCIENTPOWER,24,DAZZLINGGLEAM,28,PSYCHICFANGS,32,POWERGEM,36,MOONLIGHT,40,MOONBLAST,44,GEODEBURST
TutorMoves = SURF,WATERFALL,DIVE,TRICKROOM,CALMMIND,SANDSTORM,RAINDANCE,PSYSHOCK,SAFEGUARD,ROCKTOMB,LIQUIDATION,ALLYSWITCH,POWERSWAP,GEODEBURST,ZENHEADBUTT,DAZZLINGGLEAM
EggMoves = CRUNCH,HYDROPUMP,THRASH,DRAGONRUSH
EggGroups = Monster,Water2
HatchSteps = 7680
Height = 0.3
Weight = 15.8
Color = Blue
Shape = Finned
Category = Ancient Tooth
Pokedex = The remains of a Charcopal sat on display for many years before being identified as an ancient Pokémon. It uses the large stone on its back to channel unearthly powers.
Evolutions = GEOCOPRION,Level,32
#-------------------------------
[GEOCOPRION]
Name = Geocoprion
Types = ROCK,FAIRY
BaseStats = 65,65,70,100,135,90
GenderRatio = FemaleOneEighth
GrowthRate = Medium
BaseExp = 104
EVs = SPECIAL_ATTACK,2
CatchRate = 45
Happiness = 70
Abilities = CRYSTALJAW
HiddenAbilities = MAGICBOUNCE
Moves = 1,FAIRYWIND,1,BABYDOLLEYES,1,FAIRYWIND,1,ICEFANG,1,THUNDERFANG,1,FIREFANG,1,HYPERFANG,1,ROCKTHROW,4,WATERGUN,5,EXCITE,8,CONFUSION,12,DRAININGKISS,16,ROCKPOLISH,20,ANCIENTPOWER,24,DAZZLINGGLEAM,28,PSYCHICFANGS,32,POWERGEM,39,MOONLIGHT,44,MOONBLAST,48,GEODEBURST
TutorMoves = SURF,WATERFALL,DIVE,TRICKROOM,CALMMIND,SANDSTORM,RAINDANCE,PSYSHOCK,SAFEGUARD,ROCKTOMB,LIQUIDATION,ALLYSWITCH,POWERSWAP,GEODEBURST,ZENHEADBUTT,DAZZLINGGLEAM,HYPERBEAM,PSYCHIC,LIGHTSCREEN,REFLECT,PSYCRUSH
EggGroups = Monster,Water2
HatchSteps = 7680
Height = 1.5
Weight = 405.9
Color = Blue
Shape = Finned
Category = Ancient Tooth
Pokedex = Millions of years ago, Geocoprion used its vertical teeth to slice through its prey. Revived in modern times, it now uses its lower jaw to charge up and blast energy from the crystal formation on its head.
#-------------------------------
[CHIXULOB]
Name = Chixulob
Types = FIRE,ROCK
BaseStats = 75,125,50,140,85,50
GenderRatio = Genderless
GrowthRate = Slow
BaseExp = 180
EVs = ATTACK,1,SPEED,2
CatchRate = 45
Happiness = 70
Abilities = LEVITATE
HiddenAbilities = RECKLESS
Moves = 1,EXPLOSION,1,COSMICPOWER,1,METEORMASH,5,BODYSLAM,10,SANDATTACK,15,ROLLOUT,20,SCARYFACE,25,FLAMECHARGE,30,ROCKTHROW,35,HEATCRASH,40,ROCKSLIDE,45,SUPERNOVA,50,FLAREBLITZ,55,HEADSMASH,60,DRACOMETEOR
TutorMoves = FLY,DIVE,ROAR,EXPLOSION,TAUNT,HYPERBEAM,SANDSTORM,SUNNYDAY,SOLARBEAM,DIG,FLAMETHROWER,FIREBLAST,ROCKTOMB,FLASHCANNON,BODYPRESS,SCALD,WILLOWISP,FLAMEWHEEL,GIGAIMPACT,BODYSLAM,ASSURANCE,FOULPLAY,NASTYPLOT,ROCKSLIDE,STONEEDGE,GEODEBURST,AVALANCHE,DRACOMETEOR,EARTHQUAKE,SCORCHINGSANDS
EggGroups = Undiscovered
HatchSteps = 9180
Height = 1.8
Weight = 459.9
Color = Purple
Shape = MultiBody
Category = Impactor
Pokedex = Long before humans, an asteroid slammed into Earth’s surface, shattering into many pieces. If enough shards from this event are gathered today, they can be revived into the alien Pokémon known as Chixulob.
#-------------------------------
[M_MEOWTH]
Name = Meowth
Types = FIGHTING
BaseStats = 40,60,40,75,40,35
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 58
EVs = SPEED,1
CatchRate = 255
Happiness = 70
Abilities = PICKUP,SCRAPPY
HiddenAbilities = UNNERVE
Moves = 1,FAKEOUT,1,GROWL,4,FEINT,8,SCRATCH,12,PAYDAY,16,DOUBLEKICK,20,SWITCHEROO,24,ASSURANCE,29,FURYSWIPES,32,SCREECH,36,LEAFBLADE,40,SWORDSDANCE,44,CLOSECOMBAT
TutorMoves = DIG,SCREECH,THIEF,RAINDANCE,SUNNYDAY,UTURN,ASSURANCE,SHADOWCLAW,ROUND,BODYSLAM,THUNDERBOLT,THUNDER,TAUNT,DARKPULSE,NASTYPLOT,FOULPLAY,WORKUP,PLAYROUGH,AERIALACE,TORMENT,SWAGGER,CUT,HELPINGHAND,BULKUP,BRICKBREAK,LOWSWEEP
EggMoves = SPITE,CHARM,ASSIST,ODORSLEUTH,FLAIL,PLAYROUGH,PUNISHMENT,TAILWHIP,SNATCH,FOULPLAY,COVET
EggGroups = Field
HatchSteps = 5355
Height = 0.4
Weight = 4.2
Color = Yellow
Shape = Quadruped
Category = Hyperactive
Pokedex = Meowth within the Mazah region are more commonly found in the wild than as domesticated pets. They live in colonies of up to fifty individuals, and defend their territory with vicious ferocity.
WildItemUncommon = QUICKCLAW
Evolutions = M_PERSIAN,Level,28
#-------------------------------
[M_PERSIAN]
Name = Persian
Types = FIGHTING
BaseStats = 60,95,50,115,60,60
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 154
EVs = SPEED,2
CatchRate = 90
Happiness = 70
Abilities = SCRAPPY,TECHNICIAN
HiddenAbilities = JUNGLEFURY
Moves = 0,ZENHEADBUTT,1,FAKEOUT,1,ZENHEADBUTT,1,GROWL,1,FEINT,1,SCRATCH,12,PAYDAY,16,DOUBLEKICK,20,SWITCHEROO,24,ASSURANCE,31,FURYSWIPES,36,SCREECH,42,LEAFBLADE,48,SWORDSDANCE,54,CLOSECOMBAT
TutorMoves = DIG,SCREECH,THIEF,RAINDANCE,SUNNYDAY,UTURN,ASSURANCE,SHADOWCLAW,ROUND,BODYSLAM,THUNDERBOLT,THUNDER,SHADOWBALL,TAUNT,DARKPULSE,NASTYPLOT,FOULPLAY,WORKUP,PLAYROUGH,AERIALACE,TORMENT,SWAGGER,CUT,HELPINGHAND,BULKUP,BRICKBREAK,HYPERBEAM,GIGAIMPACT,ROAR,FOCUSBLAST,BODYPRESS,LOWSWEEP,ZENHEADBUTT
EggGroups = Field
HatchSteps = 5355
Height = 1.0
Weight = 32.0
Color = Yellow
Shape = Quadruped
Category = Classy Cat
Pokedex = When a Meowth in the Mazah region evolves into Persian, it will leave its colony. They can easily outmatch a colony of Meowth with their superior speed, strength, and cunning.
WildItemUncommon = QUICKCLAW
#-------------------------------
[CHISPEKA]
Name = Chispeka
Types = ELECTRIC,FIGHTING
BaseStats = 75,95,60,95,40,95
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 153
EVs = SPEED,2
CatchRate = 180
Happiness = 70
Abilities = SCRAPPY,UNBURDEN
HiddenAbilities = DEFIANT
Moves = 1,TACKLE,1,SUPERSONIC,4,KARATECHOP,8,NUZZLE,12,BULKUP,16,CHARGE,20,SPARK,24,ACROBATICS,28,EXCITE,32,SUBMISSION,36,THUNDERPUNCH,40,SKYDROP,44,MACHPUNCH,48,SKYUPPERCUT,52,WILDCHARGE,56,HIGHJUMPKICK,60,DOUBLEEDGE
TutorMoves = STRENGTH,WORKUP,HELPINGHAND,BULKUP,ROAR,SWAGGER,TAUNT,BRICKBREAK,REFLECT,ROCKTOMB,THUNDERBOLT,THUNDER,AERIALACE,LOWSWEEP,ALLYSWITCH,FALSESWIPE,FOCUSBLAST,BODYPRESS,BULLETSEED,ACROBATICS,THUNDERWAVE,ROCKSLIDE,SCREECH,VOLTSWITCH,SNARL,PLAYROUGH,WILDCHARGE,HYPERBEAM
EggMoves = PARTINGSHOT,FAKEOUT,FLYINGPRESS,STORMTHROW
EggGroups = Humanlike,Fairy
HatchSteps = 2805
Height = 0.3
Weight = 3.0
Color = Yellow
Shape = Bipedal
Category = Wrestler
Pokedex = pain-peko
#-------------------------------
[ROTATONA]
Name = Rotatona
Types = FAIRY,GROUND
BaseStats = 75,85,120,95,45,60
GenderRatio = Genderless
GrowthRate = Medium
BaseExp = 168
EVs = DEFENSE,2
CatchRate = 60
Happiness = 70
Abilities = STURDY,MOMENTUM
HiddenAbilities = SOLIDROCK
Moves = 1,ROLLOUT,1,HARDEN,1,FAIRYWIND,5,SANDATTACK,10,ROCKTHROW,15,BULLDOZE,20,ROCKTOMB,25,ROCKPOLISH,30,STEAMROLLER,35,COSMICPOWER,40,WIDEGUARD,45,SANDSTORM,50,PLAYROUGH,55,HIGHHORSEPOWER,60,HEAVYSLAM,65,EARTHQUAKE
TutorMoves = STRENGTH,TRICKROOM,HELPINGHAND,EXPLOSION,SWAGGER,TAUNT,HYPERBEAM,TRIATTACK,SANDSTORM,EARTHQUAKE,HEX,LIGHTSCREEN,REFLECT,SAFEGUARD,TORMENT,ROUND,ALLYSWITCH,BODYPRESS,PSYCRUSH,GRASSKNOT,ACROBATICS,GIGAIMPACT,BODYSLAM,FOULPLAY,GYROBALL,NASTYPLOT,ROCKSLIDE,UTURN,PLAYROUGH,DAZZLINGGLEAM,WILDCHARGE,DRILLRUN
EggGroups = Undiscovered
HatchSteps = 5355
Height = 4.2
Weight = 912.6
Color = Red
Shape = Quadruped
Category = Calendar
Pokedex = These rare Pokémon reside within artifacts carved in ancient times. Due to Rotatona’s mischievous nature, the study of these artifacts is incredibly difficult for scientists.
#-------------------------------
[DUNSPARCE]
Name = Dunsparce
Types = NORMAL
BaseStats = 100,70,70,45,65,65
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 145
EVs = HP,1
CatchRate = 190
Happiness = 70
Abilities = SERENEGRACE,RUNAWAY
HiddenAbilities = RATTLED
Moves = 1,FLAIL,1,DEFENSECURL,4,MUDSLAP,8,ROLLOUT,12,GLARE,16,SCREECH,20,ANCIENTPOWER,24,DRILLRUN,28,YAWN,32,BODYSLAM,36,TAKEDOWN,40,ROOST,44,DRAGONRUSH,48,COIL,52,DOUBLEEDGE,56,ENDEAVOR
TutorMoves = SOLARBEAM,DIG,SCREECH,ROCKSLIDE,THIEF,RAINDANCE,SUNNYDAY,HELPINGHAND,ROCKTOMB,ROUND,BODYSLAM,FLAMETHROWER,ICEBEAM,BLIZZARD,THUNDERBOLT,THUNDER,EARTHQUAKE,FIREBLAST,HEX,CALMMIND,GYROBALL,POISONJAB,ZENHEADBUTT,WILDCHARGE,DRILLRUN,THUNDERWAVE,STEALTHROCK,SWAGGER,STRENGTH,FLY,DEFOG,BULKUP,ROAR,HYPERBEAM,TRIATTACK,SOLARBLADE,BRICKBREAK,LIGHTSCREEN,REFLECT,SAFEGUARD,AERIALACE,SCORCHINGSANDS,ALLYSWITCH,STEELWING,FLASHCANNON,FOCUSBLAST,BODYPRESS,PSYCRUSH,ENERGYBALL,ACROBATICS,SCOURINGWINDS,WILLOWISP,GIGAIMPACT,ASSURANCE,BRUTALSWING,DRAGONPULSE,GEODEBURST,SNARL,DARKPULSE,PLAYROUGH,DAZZLINGGLEAM
EggMoves = BIDE,BITE,HEADBUTT,ASTONISH,CURSE,TRUMPCARD,MAGICCOAT,SNORE,AGILITY,SECRETPOWER,SLEEPTALK,HEX
EggGroups = Field
HatchSteps = 5355
Height = 1.5
Weight = 14.0
Color = Yellow
Shape = Serpentine
Category = Land Snake
Pokedex = It digs into the ground with its tail and makes a mazelike nest. It can fly just a little.
Evolutions = DUNSENDED,Location,999
#-------------------------------
[DUNSENDED]
Name = Dunsended
Types = NORMAL,FLYING
BaseStats = 145,70,100,60,95,100
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 145
EVs = HP,3
CatchRate = 190
Happiness = 70
Abilities = SERENEGRACE,AIRLOCK
HiddenAbilities = MULTISCALE
Moves = 0,DRAGONPULSE,1,PLAYROUGH,1,FLAIL,1,DRAGONRAGE,1,DEFENSECURL,1,DRILLRUN,1,YAWN,1,TAKEDOWN,1,COIL,1,DOUBLEEDGE,1,ENDEAVOR,4,MUDSLAP,8,ROLLOUT,12,GLARE,16,SCREECH,20,ANCIENTPOWER,24,MUDBOMB,28,BODYSLAM,32,HYPERVOICE,36,AIRSLASH,40,ROOST,44,MYSTICALFIRE,48,DRAGONRUSH,52,CALMMIND,56,HYPERBEAM,60,HURRICANE,64,JUDGMENT
TutorMoves = SOLARBEAM,DIG,SCREECH,ROCKSLIDE,THIEF,RAINDANCE,SUNNYDAY,HELPINGHAND,ROCKTOMB,ROUND,BODYSLAM,FLAMETHROWER,ICEBEAM,BLIZZARD,THUNDERBOLT,THUNDER,EARTHQUAKE,FIREBLAST,HEX,CALMMIND,GYROBALL,POISONJAB,ZENHEADBUTT,WILDCHARGE,DRILLRUN,THUNDERWAVE,STEALTHROCK,SWAGGER,STRENGTH,FLY,DEFOG,BULKUP,ROAR,HYPERBEAM,TRIATTACK,SOLARBLADE,BRICKBREAK,LIGHTSCREEN,REFLECT,SAFEGUARD,AERIALACE,SCORCHINGSANDS,ALLYSWITCH,STEELWING,FLASHCANNON,FOCUSBLAST,BODYPRESS,PSYCRUSH,ENERGYBALL,ACROBATICS,SCOURINGWINDS,WILLOWISP,GIGAIMPACT,ASSURANCE,BRUTALSWING,DRAGONPULSE,GEODEBURST,SNARL,DARKPULSE,PLAYROUGH,DAZZLINGGLEAM
EggGroups = Field
HatchSteps = 5355
Height = 6.5
Weight = 10.4
Color = Yellow
Shape = Serpentine
Category = Enigma
